Origen;Destino
EC:5.1.1.7;LL-2,6-diaminoheptanedioate [CPD:C00666]
meso-diaminoheptanedioate [CPD:C00680];EC:5.1.1.7
EC:6.3.2.13;"ATP [CPD:C00002];"
EC:6.3.2.13;"UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-D-glutamate [CPD:C00692];"
EC:6.3.2.13;meso-2,6-diaminoheptanedioate [CPD:C00680]
"ADP [CPD:C00008];";EC:6.3.2.13
"phosphate [CPD:C00009];";EC:6.3.2.13
UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptanedioate [CPD:C04877];EC:6.3.2.13
EC:4.1.1.20;meso-2,6-diaminoheptanedioate [CPD:C00680]
"L-lysine [CPD:C00047];";EC:4.1.1.20
CO2 [CPD:C00011];EC:4.1.1.20
EC:6.3.2.10;"ATP [CPD:C00002];"
EC:6.3.2.10;"UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysine [CPD:C05892];"
EC:6.3.2.10;D-alanyl-D-alanine [CPD:C00993]
"ADP [CPD:C00008];";EC:6.3.2.10
"phosphate [CPD:C00009];";EC:6.3.2.10
UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine [CPD:C04702];EC:6.3.2.10
EC:2.8.3.8 2.8.3.9;"acyl-CoA [CPD:C00040];"
EC:2.8.3.8 2.8.3.9;acetate [CPD:C00033]
"fatty acid anion [CPD:C02403];";EC:2.8.3.8 2.8.3.9
acetyl-CoA [CPD:C00024];EC:2.8.3.8 2.8.3.9
EC:4.1.1.18;L-lysine [CPD:C00047]
"cadaverine [CPD:C01672];";EC:4.1.1.18
CO2 [CPD:C00011];EC:4.1.1.18
EC:2.6.1.82;"putrescine [CPD:C00134];"
EC:2.6.1.82;"2-oxoglutarate [CPD:C00026];"
EC:2.6.1.82;4-aminobutanal [CPD:C00555]
"1-pyrroline [CPD:C15668];";EC:2.6.1.82
"L-glutamate [CPD:C00025];";EC:2.6.1.82
"H2O [CPD:C00001];";EC:2.6.1.82
4-aminobutanal [CPD:C00555];EC:2.6.1.82
EC:1.2.1.19;"4-aminobutanal [CPD:C00555];"
EC:1.2.1.19;"NAD+ [CPD:C00003];"
EC:1.2.1.19;H2O [CPD:C00001]
"4-aminobutanoate [CPD:C00334];";EC:1.2.1.19
"NADH [CPD:C00004];";EC:1.2.1.19
H+ [CPD:C00080];EC:1.2.1.19
EC:1.14.11.64;"glutarate [CPD:C00489];"
EC:1.14.11.64;"2-oxoglutarate [CPD:C00026];"
EC:1.14.11.64;O2 [CPD:C00007]
"(S)-2-hydroxyglutarate [CPD:C03196];";EC:1.14.11.64
"succinate [CPD:C00042];";EC:1.14.11.64
CO2 [CPD:C00011];EC:1.14.11.64
EC:1.1.5.13;"(S)-2-hydroxyglutarate [CPD:C03196];"
EC:1.1.5.13;quinone [CPD:C15602]
"2-oxoglutarate [CPD:C00026];";EC:1.1.5.13
quinol [CPD:C15603];EC:1.1.5.13
EC:4.1.1.19;L-arginine [CPD:C00062]
"agmatine [CPD:C00179];";EC:4.1.1.19
CO2 [CPD:C00011];EC:4.1.1.19
EC:3.5.3.11;"agmatine [CPD:C00179];"
EC:3.5.3.11;H2O [CPD:C00001]
"putrescine [CPD:C00134];";EC:3.5.3.11
urea [CPD:C00086];EC:3.5.3.11
EC:6.3.1.11;"ATP [CPD:C00002];"
EC:6.3.1.11;"L-glutamate [CPD:C00025];"
EC:6.3.1.11;putrescine [CPD:C00134]
"ADP [CPD:C00008];";EC:6.3.1.11
"phosphate [CPD:C00009];";EC:6.3.1.11
gamma-L-glutamylputrescine [CPD:C15699];EC:6.3.1.11
EC:1.2.1.99;"4-(gamma-L-glutamylamino)butanal;"
EC:1.2.1.99;"NAD+ [CPD:C00003];"
EC:1.2.1.99;"NADP+ [CPD:C00006];"
EC:1.2.1.99;H2O [CPD:C00001]
"4-(gamma-L-glutamylamino)butanoate [CPD:C15767];";EC:1.2.1.99
"NADH [CPD:C00004];";EC:1.2.1.99
"NADPH [CPD:C00005];";EC:1.2.1.99
H+ [CPD:C00080];EC:1.2.1.99
EC:3.5.1.94;"4-(gamma-L-glutamylamino)butanoate [CPD:C15767];"
EC:3.5.1.94;H2O [CPD:C00001]
"4-aminobutanoate [CPD:C00334];";EC:3.5.1.94
L-glutamate [CPD:C00025];EC:3.5.1.94
EC:2.3.1.57;"acetyl-CoA [CPD:C00024];"
EC:2.3.1.57;alkane-alpha,omega-diamine [CPD:C03687]
"CoA [CPD:C00010];";EC:2.3.1.57
N-acetyldiamine [CPD:C02297];EC:2.3.1.57
EC:2.3.1.109;"succinyl-CoA [CPD:C00091];"
EC:2.3.1.109;L-arginine [CPD:C00062]
"CoA [CPD:C00010];";EC:2.3.1.109
N2-succinyl-L-arginine [CPD:C03296];EC:2.3.1.109
EC:3.5.3.23;"N2-succinyl-L-arginine [CPD:C03296];"
EC:3.5.3.23;H2O [CPD:C00001]
"N2-succinyl-L-ornithine [CPD:C03415];";EC:3.5.3.23
"NH3 [CPD:C00014];";EC:3.5.3.23
CO2 [CPD:C00011];EC:3.5.3.23
EC:2.6.1.81;"N2-succinyl-L-ornithine [CPD:C03415];"
EC:2.6.1.81;2-oxoglutarate [CPD:C00026]
"N-succinyl-L-glutamate 5-semialdehyde [CPD:C05932];";EC:2.6.1.81
L-glutamate [CPD:C00025];EC:2.6.1.81
EC:1.2.1.71;"N-succinyl-L-glutamate 5-semialdehyde [CPD:C05932];"
EC:1.2.1.71;"NAD+ [CPD:C00003];"
EC:1.2.1.71;H2O [CPD:C00001]
"N-succinyl-L-glutamate [CPD:C05931];";EC:1.2.1.71
"NADH [CPD:C00004];";EC:1.2.1.71
H+ [CPD:C00080];EC:1.2.1.71
EC:3.5.1.96;"N-succinyl-L-glutamate [CPD:C05931];"
EC:3.5.1.96;H2O [CPD:C00001]
"succinate [CPD:C00042];";EC:3.5.1.96
L-glutamate [CPD:C00025];EC:3.5.1.96
EC:1.2.1.41;"L-glutamate 5-semialdehyde [CPD:C01165];"
EC:1.2.1.41;"phosphate [CPD:C00009];"
EC:1.2.1.41;NADP+ [CPD:C00006]
"L-glutamyl 5-phosphate [CPD:C03287];";EC:1.2.1.41
"NADPH [CPD:C00005];";EC:1.2.1.41
H+ [CPD:C00080];EC:1.2.1.41
EC:2.7.2.11;"ATP [CPD:C00002];"
EC:2.7.2.11;L-glutamate [CPD:C00025]
"ADP [CPD:C00008];";EC:2.7.2.11
L-glutamate 5-phosphate [CPD:C03287];EC:2.7.2.11
EC:1.5.1.2;"L-proline [CPD:C00148];"
EC:1.5.1.2;"NAD+ [CPD:C00003];"
EC:1.5.1.2;NADP+ [CPD:C00006]
"1-pyrroline-5-carboxylate [CPD:C03912];";EC:1.5.1.2
"NADH [CPD:C00004];";EC:1.5.1.2
"NADPH [CPD:C00005];";EC:1.5.1.2
H+ [CPD:C00080];EC:1.5.1.2
EC:4.1.1.17;L-ornithine [CPD:C00077]
"putrescine [CPD:C00134];";EC:4.1.1.17
CO2 [CPD:C00011];EC:4.1.1.17
EC:2.4.2.17;"1-(5-phospho-beta-D-ribosyl)-ATP [CPD:C02739];"
EC:2.4.2.17;diphosphate [CPD:C00013]
"ATP [CPD:C00002];";EC:2.4.2.17
5-phospho-alpha-D-ribose 1-diphosphate [CPD:C00119];EC:2.4.2.17
EC:3.5.4.19 3.6.1.31;"1-(5-phospho-beta-D-ribosyl)-AMP [CPD:C02741];"
EC:3.5.4.19 3.6.1.31;H2O [CPD:C00001]
1-(5-phospho-beta-D-ribosyl)-5-[(5-phospho-beta-D-ribosylamino)methylideneamino]imidazole-4-carboxamide [CPD:C04896];EC:3.5.4.19 3.6.1.31
EC:5.3.1.16;1-(5-phospho-beta-D-ribosyl)-5-[(5-phospho-beta-D-ribosylamino)methylideneamino]imidazole-4-carboxamide [CPD:C04896]
5-[(5-phospho-1-deoxy-D-ribulos-1-ylamino)methylideneamino]-1-(5-phospho-beta-D-ribosyl)imidazole-4-carboxamide [CPD:C04916];EC:5.3.1.16
EC:2.6.1.9;"L-histidinol phosphate [CPD:C01100];"
EC:2.6.1.9;2-oxoglutarate [CPD:C00026]
"3-(imidazol-4-yl)-2-oxopropyl phosphate [CPD:C01267];";EC:2.6.1.9
L-glutamate [CPD:C00025];EC:2.6.1.9
EC:4.2.1.19 3.1.3.15;D-erythro-1-(imidazol-4-yl)glycerol 3-phosphate [CPD:C04666]
"3-(imidazol-4-yl)-2-oxopropyl phosphate [CPD:C01267];";EC:4.2.1.19 3.1.3.15
H2O [CPD:C00001];EC:4.2.1.19 3.1.3.15
EC:1.1.1.23;"L-histidinol [CPD:C00860];"
EC:1.1.1.23;"NAD+ [CPD:C00003];"
EC:1.1.1.23;H2O [CPD:C00001]
"L-histidine [CPD:C00135];";EC:1.1.1.23
"NADH [CPD:C00004];";EC:1.1.1.23
H+ [CPD:C00080];EC:1.1.1.23
EC:4.3.2.10;"5-[(5-phospho-1-deoxy-D-ribulos-1-ylamino)methylideneamino]-1-(5-phospho-beta-D-ribosyl)imidazole-4-carboxamide [CPD:C04916];"
EC:4.3.2.10;"L-glutamine [CPD:C00064];"
EC:4.3.2.10;"H2O [CPD:C00001];"
EC:4.3.2.10;NH3 [CPD:C00014]
"5-amino-1-(5-phospho-beta-D-ribosyl)imidazole-4-carboxamide [CPD:C04677];";EC:4.3.2.10
"D-erythro-1-(imidazol-4-yl)glycerol 3-phosphate [CPD:C04666];";EC:4.3.2.10
"L-glutamate [CPD:C00025];";EC:4.3.2.10
"NH3 [CPD:C00014];";EC:4.3.2.10
H2O [CPD:C00001];EC:4.3.2.10
EC:1.3.1.87;"3-(cis-5,6-dihydroxycyclohexa-1,3-dien-1-yl)propanoate [CPD:C11588];"
EC:1.3.1.87;"NAD+ [CPD:C00003];"
EC:1.3.1.87;(2E)-3-(cis-5,6-dihydroxycyclohexa-1,3-dien-1-yl)prop-2-enoate [CPD:C12622]
"3-(2,3-dihydroxyphenyl)propanoate [CPD:C04044];";EC:1.3.1.87
"NADH [CPD:C00004];";EC:1.3.1.87
"H+ [CPD:C00080];";EC:1.3.1.87
(2E)-3-(2,3-dihydroxyphenyl)prop-2-enoate [CPD:C12623];EC:1.3.1.87
EC:1.14.12.19;"3-phenylpropanoate [CPD:C05629];"
EC:1.14.12.19;"NADH [CPD:C00004];"
EC:1.14.12.19;"H+ [CPD:C00080];"
EC:1.14.12.19;"O2 [CPD:C00007];"
EC:1.14.12.19;(2E)-3-phenylprop-2-enoate [CPD:C00423]
"3-(cis-5,6-dihydroxycyclohexa-1,3-dien-1-yl)propanoate [CPD:C11588];";EC:1.14.12.19
"NAD+ [CPD:C00003];";EC:1.14.12.19
(2E)-3-(2,3-dihydroxyphenyl)prop-2-enoate [CPD:C12623];EC:1.14.12.19
EC:1.14.13.127;"3-(3-hydroxyphenyl)propanoate [CPD:C11457];"
EC:1.14.13.127;"NADH [CPD:C00004];"
EC:1.14.13.127;"H+ [CPD:C00080];"
EC:1.14.13.127;"O2 [CPD:C00007];"
EC:1.14.13.127;(2E)-3-(3-hydroxyphenyl)prop-2-enoate [CPD:C12621]
"3-(2,3-dihydroxyphenyl)propanoate [CPD:C04044];";EC:1.14.13.127
"H2O [CPD:C00001];";EC:1.14.13.127
"NAD+ [CPD:C00003];";EC:1.14.13.127
(2E)-3-(2,3-dihydroxyphenyl)prop-2-enoate [CPD:C12623];EC:1.14.13.127
EC:1.13.11.16;"3-(2,3-dihydroxyphenyl)propanoate [CPD:C04044];"
EC:1.13.11.16;"O2 [CPD:C00007];"
EC:1.13.11.16;(2E)-3-(2,3-dihydroxyphenyl)prop-2-enoate [CPD:C12623]
"(2Z,4E)-2-hydroxy-6-oxonona-2,4-diene-1,9-dioate [CPD:C04479];";EC:1.13.11.16
(2Z,4E,7E)-2-hydroxy-6-oxonona-2,4,7-triene-1,9-dioate [CPD:C12624];EC:1.13.11.16
EC:3.7.1.14;"(2Z,4E)-2-hydroxy-6-oxonona-2,4-diene-1,9-dioate [CPD:C04479];"
EC:3.7.1.14;"H2O [CPD:C00001];"
EC:3.7.1.14;(2Z,4E,7E)-2-hydroxy-6-oxonona-2,4,7-triene-1,9-dioate [CPD:C12624]
"(2Z)-2-hydroxypenta-2,4-dienoate;";EC:3.7.1.14
"succinate [CPD:C00042];";EC:3.7.1.14
fumarate [CPD:C00122];EC:3.7.1.14
EC:4.2.1.80;(S)-4-hydroxy-2-oxopentanoate
"(2Z)-2-hydroxypenta-2,4-dienoate;";EC:4.2.1.80
H2O [CPD:C00001];EC:4.2.1.80
EC:4.1.3.39;(S)-4-hydroxy-2-oxopentanoate
"acetaldehyde [CPD:C00084];";EC:4.1.3.39
pyruvate [CPD:C00022];EC:4.1.3.39
EC:1.4.5.1;"D-amino acid [CPD:C00405];"
EC:1.4.5.1;"H2O [CPD:C00001];"
EC:1.4.5.1;quinone [CPD:C15602]
"2-oxo carboxylate [CPD:C00161];";EC:1.4.5.1
"NH3 [CPD:C00014];";EC:1.4.5.1
quinol [CPD:C15603];EC:1.4.5.1
EC:1.4.3.21;"RCH2NH2 [CPD:C00375];"
EC:1.4.3.21;"H2O [CPD:C00001];"
EC:1.4.3.21;O2 [CPD:C00007]
"RCHO [CPD:C00071];";EC:1.4.3.21
"NH3 [CPD:C00014];";EC:1.4.3.21
H2O2 [CPD:C00027];EC:1.4.3.21
EC:1.2.1.39;"phenylacetaldehyde [CPD:C00601];"
EC:1.2.1.39;"NAD+ [CPD:C00003];"
EC:1.2.1.39;H2O [CPD:C00001]
"phenylacetate [CPD:C07086];";EC:1.2.1.39
"NADH [CPD:C00004];";EC:1.2.1.39
H+ [CPD:C00080];EC:1.2.1.39
EC:6.2.1.30;"ATP [CPD:C00002];"
EC:6.2.1.30;"phenylacetate [CPD:C07086];"
EC:6.2.1.30;CoA [CPD:C00010]
"AMP [CPD:C00020];";EC:6.2.1.30
"diphosphate [CPD:C00013];";EC:6.2.1.30
phenylacetyl-CoA [CPD:C00582];EC:6.2.1.30
EC:1.11.1.21;"donor [CPD:C00030];"
EC:1.11.1.21;H2O2 [CPD:C00027]
"oxidized donor [CPD:C00028];";EC:1.11.1.21
"H2O [CPD:C00001];";EC:1.11.1.21
O2 [CPD:C00007];EC:1.11.1.21
EC:1.14.13.149;"phenylacetyl-CoA [CPD:C00582];"
EC:1.14.13.149;"NADPH [CPD:C00005];"
EC:1.14.13.149;"H+ [CPD:C00080];"
EC:1.14.13.149;O2 [CPD:C00007]
"2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA [CPD:C20062];";EC:1.14.13.149
"NADP+ [CPD:C00006];";EC:1.14.13.149
H2O [CPD:C00001];EC:1.14.13.149
EC:5.3.3.18;2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA [CPD:C20062]
2-oxepin-2(3H)-ylideneacetyl-CoA [CPD:C19975];EC:5.3.3.18
EC:3.3.2.12 1.2.1.91;"2-oxepin-2(3H)-ylideneacetyl-CoA [CPD:C19975];"
EC:3.3.2.12 1.2.1.91;H2O [CPD:C00001]
3-oxo-5,6-dehydrosuberyl-CoA semialdehyde [CPD:C19946];EC:3.3.2.12 1.2.1.91
EC:2.3.1.223 2.3.1.174;"2,3-didehydroadipoyl-CoA;"
EC:2.3.1.223 2.3.1.174;acetyl-CoA [CPD:C00024]
"CoA [CPD:C00010];";EC:2.3.1.223 2.3.1.174
3-oxo-5,6-didehydrosuberoyl-CoA [CPD:C19945];EC:2.3.1.223 2.3.1.174
EC:1.1.1.157;"(S)-3-hydroxybutanoyl-CoA [CPD:C01144];"
EC:1.1.1.157;NADP+ [CPD:C00006]
"3-acetoacetyl-CoA [CPD:C00332];";EC:1.1.1.157
"NADPH [CPD:C00005];";EC:1.1.1.157
H+ [CPD:C00080];EC:1.1.1.157
EC:1.2.1.10;"acetaldehyde [CPD:C00084];"
EC:1.2.1.10;"CoA [CPD:C00010];"
EC:1.2.1.10;NAD+ [CPD:C00003]
"acetyl-CoA [CPD:C00024];";EC:1.2.1.10
"NADH [CPD:C00004];";EC:1.2.1.10
H+ [CPD:C00080];EC:1.2.1.10
EC:4.2.3.4;3-deoxy-D-arabino-hept-2-ulosonate 7-phosphate [CPD:C04691]
"3-dehydroquinate [CPD:C00944];";EC:4.2.3.4
phosphate [CPD:C00009];EC:4.2.3.4
EC:2.5.1.54;"phosphoenolpyruvate [CPD:C00074];"
EC:2.5.1.54;"D-erythrose 4-phosphate [CPD:C00279];"
EC:2.5.1.54;H2O [CPD:C00001]
"3-deoxy-D-arabino-hept-2-ulosonate 7-phosphate [CPD:C04691];";EC:2.5.1.54
phosphate [CPD:C00009];EC:2.5.1.54
EC:1.1.1.282;"L-quinate [CPD:C00296];"
EC:1.1.1.282;"NAD+ [CPD:C00003];"
EC:1.1.1.282;"NADP+ [CPD:C00006];"
EC:1.1.1.282;shikimate [CPD:C00493]
"3-dehydroquinate [CPD:C00944];";EC:1.1.1.282
"NADH [CPD:C00004];";EC:1.1.1.282
"NADPH [CPD:C00005];";EC:1.1.1.282
"H+ [CPD:C00080];";EC:1.1.1.282
3-dehydroshikimate [CPD:C02637];EC:1.1.1.282
EC:4.2.1.10;3-dehydroquinate [CPD:C00944]
"3-dehydroshikimate [CPD:C02637];";EC:4.2.1.10
H2O [CPD:C00001];EC:4.2.1.10
EC:1.1.1.25;"shikimate [CPD:C00493];"
EC:1.1.1.25;NADP+ [CPD:C00006]
"3-dehydroshikimate [CPD:C02637];";EC:1.1.1.25
"NADPH [CPD:C00005];";EC:1.1.1.25
H+ [CPD:C00080];EC:1.1.1.25
EC:2.7.1.71;"ATP [CPD:C00002];"
EC:2.7.1.71;shikimate [CPD:C00493]
"ADP [CPD:C00008];";EC:2.7.1.71
3-phosphoshikimate;EC:2.7.1.71
EC:2.5.1.19;"phosphoenolpyruvate [CPD:C00074];"
EC:2.5.1.19;3-phosphoshikimate
"phosphate [CPD:C00009];";EC:2.5.1.19
5-O-(1-carboxyvinyl)-3-phosphoshikimate [CPD:C01269];EC:2.5.1.19
EC:4.2.3.5;5-O-(1-carboxyvinyl)-3-phosphoshikimate [CPD:C01269]
"chorismate [CPD:C00251];";EC:4.2.3.5
phosphate [CPD:C00009];EC:4.2.3.5
EC:4.1.3.27 2.4.2.18;"chorismate [CPD:C00251];"
EC:4.1.3.27 2.4.2.18;L-glutamine [CPD:C00064]
"anthranilate [CPD:C00108];";EC:4.1.3.27 2.4.2.18
"pyruvate [CPD:C00022];";EC:4.1.3.27 2.4.2.18
L-glutamate [CPD:C00025];EC:4.1.3.27 2.4.2.18
EC:5.4.99.5 4.2.1.51;chorismate [CPD:C00251]
prephenate [CPD:C00254];EC:5.4.99.5 4.2.1.51
EC:4.1.1.48 5.3.1.24;1-(2-carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate [CPD:C01302]
"1-C-(indol-3-yl)glycerol 3-phosphate [CPD:C03506];";EC:4.1.1.48 5.3.1.24
"CO2 [CPD:C00011];";EC:4.1.1.48 5.3.1.24
H2O [CPD:C00001];EC:4.1.1.48 5.3.1.24
EC:5.4.99.5 1.3.1.12;chorismate [CPD:C00251]
prephenate [CPD:C00254];EC:5.4.99.5 1.3.1.12
EC:6.3.2.1;"ATP [CPD:C00002];"
EC:6.3.2.1;"(R)-pantoate [CPD:C00522];"
EC:6.3.2.1;beta-alanine [CPD:C00099]
"AMP [CPD:C00020];";EC:6.3.2.1
"diphosphate [CPD:C00013];";EC:6.3.2.1
(R)-pantothenate [CPD:C00864];EC:6.3.2.1
EC:4.1.1.11;L-aspartate [CPD:C00049]
"beta-alanine [CPD:C00099];";EC:4.1.1.11
CO2 [CPD:C00011];EC:4.1.1.11
EC:1.14.11.17;"taurine [CPD:C00245];"
EC:1.14.11.17;"2-oxoglutarate [CPD:C00026];"
EC:1.14.11.17;O2 [CPD:C00007]
"sulfite [CPD:C00094];";EC:1.14.11.17
"aminoacetaldehyde [CPD:C06735];";EC:1.14.11.17
"succinate [CPD:C00042];";EC:1.14.11.17
CO2 [CPD:C00011];EC:1.14.11.17
EC:2.3.2.2 3.4.19.13;"(5-L-glutamyl)-peptide [CPD:C03193];"
EC:2.3.2.2 3.4.19.13;amino acid [CPD:C00045]
"peptide [CPD:C00012];";EC:2.3.2.2 3.4.19.13
5-L-glutamyl amino acid [CPD:C03363];EC:2.3.2.2 3.4.19.13
EC:2.3.1.8;"acetyl-CoA [CPD:C00024];"
EC:2.3.1.8;phosphate [CPD:C00009]
"CoA [CPD:C00010];";EC:2.3.1.8
acetyl phosphate [CPD:C00227];EC:2.3.1.8
EC:2.7.2.1;"ATP [CPD:C00002];"
EC:2.7.2.1;acetate [CPD:C00033]
"ADP [CPD:C00008];";EC:2.7.2.1
acetyl phosphate [CPD:C00227];EC:2.7.2.1
EC:4.7.1.1;"alpha-D-ribose 1-methylphosphonate 5-phosphate [CPD:C20423];"
EC:4.7.1.1;"S-adenosyl-L-methionine [CPD:C00019];"
EC:4.7.1.1;reduced electron acceptor
"alpha-D-ribose 1,2-cyclic phosphate 5-phosphate [CPD:C20440];";EC:4.7.1.1
"methane [CPD:C01438];";EC:4.7.1.1
"L-methionine [CPD:C00073];";EC:4.7.1.1
"5'-deoxyadenosine [CPD:C05198];";EC:4.7.1.1
oxidized electron acceptor;EC:4.7.1.1
EC:3.1.4.55;"5-phospho-alpha-D-ribose 1,2-cyclic phosphate [CPD:C20440];"
EC:3.1.4.55;H2O [CPD:C00001]
alpha-D-ribose 1,5-bisphosphate [CPD:C01151];EC:3.1.4.55
EC:3.6.1.63;"alpha-D-ribose 1-methylphosphonate 5-triphosphate [CPD:C20422];"
EC:3.6.1.63;H2O [CPD:C00001]
"alpha-D-ribose 1-methylphosphonate 5-phosphate [CPD:C20423];";EC:3.6.1.63
diphosphate [CPD:C00013];EC:3.6.1.63
EC:2.7.8.37;"ATP [CPD:C00002];"
EC:2.7.8.37;methylphosphonate [CPD:C20396]
"alpha-D-ribose 1-methylphosphonate 5-triphosphate [CPD:C20422];";EC:2.7.8.37
adenine [CPD:C00147];EC:2.7.8.37
EC:6.1.1.10;"ATP [CPD:C00002];"
EC:6.1.1.10;"L-methionine [CPD:C00073];"
EC:6.1.1.10;tRNA(Met) [CPD:C01647]
"AMP [CPD:C00020];";EC:6.1.1.10
"diphosphate [CPD:C00013];";EC:6.1.1.10
L-methionyl-tRNA(Met) [CPD:C02430];EC:6.1.1.10
EC:1.8.1.9;"thioredoxin [CPD:C00342];"
EC:1.8.1.9;NADP+ [CPD:C00006]
"thioredoxin disulfide [CPD:C00343];";EC:1.8.1.9
"NADPH [CPD:C00005];";EC:1.8.1.9
H+ [CPD:C00080];EC:1.8.1.9
EC:2.7.9.3;"ATP [CPD:C00002];"
EC:2.7.9.3;"selenide [CPD:C01528];"
EC:2.7.9.3;H2O [CPD:C00001]
"AMP [CPD:C00020];";EC:2.7.9.3
"selenophosphate [CPD:C05172];";EC:2.7.9.3
phosphate [CPD:C00009];EC:2.7.9.3
EC:2.8.1.7 4.4.1.16;"L-cysteine [CPD:C00097];"
EC:2.8.1.7 4.4.1.16;"acceptor [CPD:C02743];"
EC:2.8.1.7 4.4.1.16;"[enzyme]-cysteine [CPD:C15811];"
EC:2.8.1.7 4.4.1.16;[enzyme]-S-sulfanylcysteine [CPD:C15812]
"L-alanine [CPD:C00041];";EC:2.8.1.7 4.4.1.16
"S-sulfanyl-acceptor [CPD:C21440];";EC:2.8.1.7 4.4.1.16
"[enzyme]-S-sulfanylcysteine [CPD:C15812];";EC:2.8.1.7 4.4.1.16
[enzyme]-cysteine [CPD:C15811];EC:2.8.1.7 4.4.1.16
EC:1.97.1.9;"selenite [CPD:C05684];"
EC:1.97.1.9;"H2O [CPD:C00001];"
EC:1.97.1.9;acceptor [CPD:C00028]
"selenate [CPD:C05697];";EC:1.97.1.9
reduced acceptor [CPD:C00030];EC:1.97.1.9
EC:2.9.1.1;"L-seryl-tRNA(Sec) [CPD:C06481];"
EC:2.9.1.1;selenophosphate [CPD:C05172]
"L-selenocysteinyl-tRNA(Sec) [CPD:C06482];";EC:2.9.1.1
phosphate [CPD:C00009];EC:2.9.1.1
EC:3.2.1.21;Wide specificity for beta-D-glucosides. Some examples also hydrolyse one or more of the following: beta-D-galactosides, alpha-L-arabinosides, beta-D-xylosides, beta-D-fucosides.
EC 3.2.1.21 created 1961;EC:3.2.1.21
EC:5.1.1.3;L-glutamate [CPD:C00025]
D-glutamate [CPD:C00217];EC:5.1.1.3
EC:6.3.2.9;"ATP [CPD:C00002];"
EC:6.3.2.9;"UDP-N-acetyl-alpha-D-muramoyl-L-alanine [CPD:C01212];"
EC:6.3.2.9;D-glutamate [CPD:C00217]
"ADP [CPD:C00008];";EC:6.3.2.9
"phosphate [CPD:C00009];";EC:6.3.2.9
UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-D-glutamate [CPD:C00692];EC:6.3.2.9
EC:6.3.2.8;"ATP [CPD:C00002];"
EC:6.3.2.8;"UDP-N-acetyl-alpha-D-muramate [CPD:C01050];"
EC:6.3.2.8;L-alanine [CPD:C00041]
"ADP [CPD:C00008];";EC:6.3.2.8
"phosphate [CPD:C00009];";EC:6.3.2.8
UDP-N-acetyl-alpha-D-muramoyl-L-alanine [CPD:C01212];EC:6.3.2.8
EC:6.3.2.4;"ATP [CPD:C00002];"
EC:6.3.2.4;D-alanine [CPD:C00133]
"ADP [CPD:C00008];";EC:6.3.2.4
"phosphate [CPD:C00009];";EC:6.3.2.4
D-alanyl-D-alanine [CPD:C00993];EC:6.3.2.4
EC:5.1.1.1;L-alanine [CPD:C00041]
D-alanine [CPD:C00133];EC:5.1.1.1
EC:3.5.2.9;"ATP [CPD:C00002];"
EC:3.5.2.9;"5-oxo-L-proline [CPD:C01879];"
EC:3.5.2.9;H2O [CPD:C00001]
"ADP [CPD:C00008];";EC:3.5.2.9
"phosphate [CPD:C00009];";EC:3.5.2.9
L-glutamate [CPD:C00025];EC:3.5.2.9
EC:6.3.2.2 6.3.-.-;"ATP [CPD:C00002];"
EC:6.3.2.2 6.3.-.-;"L-glutamate [CPD:C00025];"
EC:6.3.2.2 6.3.-.-;L-cysteine [CPD:C00097]
"ADP [CPD:C00008];";EC:6.3.2.2 6.3.-.-
"phosphate [CPD:C00009];";EC:6.3.2.2 6.3.-.-
gamma-L-glutamyl-L-cysteine [CPD:C00669];EC:6.3.2.2 6.3.-.-
EC:3.4.11.2;EC 3.4.11.2 created 1961 as EC 3.4.1.2, transferred 1972 to EC 3.4.11.2 (EC 3.4.13.6 created 1961 as EC 3.4.3.5, transferred 1972 to EC 3.4.13.6, incorporated 1997)
EC:1.8.1.7;"glutathione [CPD:C00051];"
EC:1.8.1.7;NADP+ [CPD:C00006]
"glutathione disulfide [CPD:C00127];";EC:1.8.1.7
"NADPH [CPD:C00005];";EC:1.8.1.7
H+ [CPD:C00080];EC:1.8.1.7
EC:2.5.1.18;"RX [CPD:C01322];"
EC:2.5.1.18;glutathione [CPD:C00051]
"HX [CPD:C00462];";EC:2.5.1.18
R-S-glutathione [CPD:C02320];EC:2.5.1.18
EC:3.5.1.78 6.3.1.8;"glutathionylspermidine [CPD:C05730];"
EC:3.5.1.78 6.3.1.8;H2O [CPD:C00001]
"glutathione [CPD:C00051];";EC:3.5.1.78 6.3.1.8
spermidine [CPD:C00315];EC:3.5.1.78 6.3.1.8
EC:1.11.1.9;"glutathione [CPD:C00051];"
EC:1.11.1.9;H2O2 [CPD:C00027]
"glutathione disulfide [CPD:C00127];";EC:1.11.1.9
H2O [CPD:C00001];EC:1.11.1.9
EC:3.4.11.23;EC 3.4.11.23 created 2003
