Origen;Destino
alpha-D-glucose 1-phosphate [CPD:C00103];EC:2.4.1.1
EC:2.4.1.15 3.1.3.12;"UDP-alpha-D-glucose [CPD:C00029];"
EC:2.4.1.15 3.1.3.12;D-glucose 6-phosphate [CPD:C00092]
"UDP [CPD:C00015];";EC:2.4.1.15 3.1.3.12
alpha,alpha'-trehalose 6-phosphate [CPD:C00689];EC:2.4.1.15 3.1.3.12
EC:3.2.1.28;"alpha,alpha-trehalose [CPD:C01083];"
EC:3.2.1.28;H2O [CPD:C00001]
"beta-D-glucose [CPD:C00221];";EC:3.2.1.28
alpha-D-glucose [CPD:C00267];EC:3.2.1.28
EC:2.4.1.186;"UDP-alpha-D-glucose [CPD:C00029];"
EC:2.4.1.186;glycogenin [CPD:C01702]
"UDP [CPD:C00015];";EC:2.4.1.186
alpha-D-glucosylglycogenin [CPD:C02687];EC:2.4.1.186
EC:3.2.1.1;"Acts on starch, glycogen and related polysaccharides and oligosaccharides in a random manner; reducing groups are liberated in the alpha-configuration. The term ""alpha"" relates to the initial anomeric configuration of the free sugar group released and not to the configuration of the linkage hydrolysed."
EC 3.2.1.1 created 1961;EC:3.2.1.1
EC:2.4.1.117;"UDP-alpha-D-glucose [CPD:C00029];"
EC:2.4.1.117;dolichyl phosphate [CPD:C00110]
"UDP [CPD:C00015];";EC:2.4.1.117
dolichyl beta-D-glucosyl phosphate [CPD:C01246];EC:2.4.1.117
EC:2.7.1.108;"CTP [CPD:C00063];"
EC:2.7.1.108;dolichol [CPD:C00381]
"CDP [CPD:C00112];";EC:2.7.1.108
dolichyl phosphate [CPD:C00110];EC:2.7.1.108
EC:2.7.8.15;"UDP-N-acetyl-alpha-D-glucosamine [CPD:C00043];"
EC:2.7.8.15;dolichyl phosphate [CPD:C00110]
"UMP [CPD:C00105];";EC:2.7.8.15
N-acetyl-alpha-D-glucosaminyl-diphosphodolichol;EC:2.7.8.15
EC:2.4.1.258;"dolichyl beta-D-mannosyl phosphate [CPD:C03862];"
EC:2.4.1.258;alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol
"alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->3)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol;";EC:2.4.1.258
dolichyl phosphate [CPD:C00110];EC:2.4.1.258
EC:2.4.1.267;"dolichyl beta-D-glucosyl phosphate [CPD:C01246];"
EC:2.4.1.267;alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol
"alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol;";EC:2.4.1.267
dolichyl phosphate [CPD:C00110];EC:2.4.1.267
EC:2.4.1.142;"GDP-alpha-D-mannose [CPD:C00096];"
EC:2.4.1.142;N-acetyl-beta-D-glucosaminyl-(1->4)-N-acetyl-alpha-D-glucosaminyl-diphosphodolichol
"GDP [CPD:C00035];";EC:2.4.1.142
beta-D-mannosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-(1->4)-N-acetyl-alpha-D-glucosaminyl-diphosphodolichol;EC:2.4.1.142
EC:2.4.1.132 2.4.1.257;"GDP-alpha-D-mannose [CPD:C00096];"
EC:2.4.1.132 2.4.1.257;beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol
"GDP [CPD:C00035];";EC:2.4.1.132 2.4.1.257
alpha-D-Man-(1->3)-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol;EC:2.4.1.132 2.4.1.257
EC:2.4.1.131;"GDP-alpha-D-mannose [CPD:C00096];"
EC:2.4.1.131;alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol
"GDP [CPD:C00035];";EC:2.4.1.131
alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol;EC:2.4.1.131
EC:2.4.1.260;"dolichyl beta-D-mannosyl phosphate [CPD:C03862];"
EC:2.4.1.260;alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-alpha-D-Man-(1->6)]-beta-D-Man-beta-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol
"alpha-D-Man-alpha-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol;";EC:2.4.1.260
dolichyl phosphate [CPD:C00110];EC:2.4.1.260
EC:2.4.1.259 2.4.1.261;"dolichyl beta-D-mannosyl phosphate [CPD:C03862];"
EC:2.4.1.259 2.4.1.261;alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->3)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol
"alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol;";EC:2.4.1.259 2.4.1.261
dolichyl phosphate [CPD:C00110];EC:2.4.1.259 2.4.1.261
EC:2.4.1.256;"dolichyl beta-D-glucosyl phosphate [CPD:C01246];"
EC:2.4.1.256;alpha-D-Glc-(1->3)-alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol
"dolichyl phosphate [CPD:C00110];";EC:2.4.1.256
alpha-D-Glc-(1->2)-alpha-D-Glc-(1->3)-alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol;EC:2.4.1.256
EC:3.2.1.106;"Glc3Man9GlcNAc2-[protein];"
EC:3.2.1.106;H2O [CPD:C00001]
"Glc2Man9GlcNAc2-[protein];";EC:3.2.1.106
beta-D-glucopyranose [CPD:C00221];EC:3.2.1.106
EC:3.2.1.207;"Glc2Man9GlcNAc2-[protein];"
EC:3.2.1.207;"H2O [CPD:C00001];"
EC:3.2.1.207;GlcMan9GlcNAc2-[protein]
"GlcMan9GlcNAc2-[protein];";EC:3.2.1.207
"beta-D-glucopyranose [CPD:C00221];";EC:3.2.1.207
Man9GlcNAc2-[protein];EC:3.2.1.207
EC:3.2.1.114;"Man5GlcNAc3-[protein];"
EC:3.2.1.114;H2O [CPD:C00001]
"Man3GlcNAc3-[protein];";EC:3.2.1.114
alpha-D-mannopyranose [CPD:C00936];EC:3.2.1.114
EC:2.4.1.101;"UDP-N-acetyl-alpha-D-glucosamine [CPD:C00043];"
EC:2.4.1.101;Man5GlcNAc2-[protein]
"UDP [CPD:C00015];";EC:2.4.1.101
Man5GlcNAc3-[protein];EC:2.4.1.101
EC:2.4.1.143;"UDP-N-acetyl-alpha-D-glucosamine [CPD:C00043];"
EC:2.4.1.143;beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc-N-Asn-[protein]
"UDP [CPD:C00015];";EC:2.4.1.143
beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc-N-Asn-[protein];EC:2.4.1.143
EC:2.4.1.144;"UDP-N-acetyl-alpha-D-glucosamine [CPD:C00043];"
EC:2.4.1.144;beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc-N-Asn-[protein]
"UDP [CPD:C00015];";EC:2.4.1.144
beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->6)]-[beta-D-GlcNAc-(1->4)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc-N-Asn-[protein];EC:2.4.1.144
EC:2.4.1.145;"UDP-N-acetyl-alpha-D-glucosamine [CPD:C00043];"
EC:2.4.1.145;beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc-N-Asn-[protein]
"UDP [CPD:C00015];";EC:2.4.1.145
beta-D-GlcNAc-(1->2)-[beta-D-GlcNAc-(1->4)]-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc-N-Asn-[protein];EC:2.4.1.145
EC:2.4.1.68;"GDP-beta-L-fucose [CPD:C00325];"
EC:2.4.1.68;N4-{beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc}-L-asparaginyl-[protein]
"GDP [CPD:C00035];";EC:2.4.1.68
N4-{beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-[alpha-L-Fuc-(1->6)]-beta-D-GlcNAc}-L-asparaginyl-[protein];EC:2.4.1.68
EC:2.4.1.265;"dolichyl beta-D-glucosyl phosphate [CPD:C01246];"
EC:2.4.1.265;alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol
"alpha-D-Glc-(1->3)-alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol;";EC:2.4.1.265
dolichyl phosphate [CPD:C00110];EC:2.4.1.265
EC:3.2.1.209;"Man9GlcNAc2-[protein];"
EC:3.2.1.209;H2O [CPD:C00001]
"Man8GlcNAc2-[protein] (isomer 8A1,2,3B1,3);";EC:3.2.1.209
D-mannopyranose [CPD:C00159];EC:3.2.1.209
EC:1.3.1.22 1.3.1.94;"3-oxo-5alpha-steroid [CPD:C02940];"
EC:1.3.1.22 1.3.1.94;NADP+ [CPD:C00006]
"3-oxo-Delta4-steroid [CPD:C00619];";EC:1.3.1.22 1.3.1.94
"NADPH [CPD:C00005];";EC:1.3.1.22 1.3.1.94
H+ [CPD:C00080];EC:1.3.1.22 1.3.1.94
EC:2.4.1.41;"UDP-N-acetyl-alpha-D-galactosamine [CPD:C00203];"
EC:2.4.1.41;"[protein]-L-serine [CPD:C02189];"
EC:2.4.1.41;[protein]-L-threonine [CPD:C19803]
"UDP [CPD:C00015];";EC:2.4.1.41
"[protein]-3-O-(N-acetyl-alpha-D-galactosaminyl)-L-serine;";EC:2.4.1.41
[protein]-3-O-(N-acetyl-alpha-D-galactosaminyl)-L-threonine;EC:2.4.1.41
EC:2.4.1.122;"UDP-alpha-D-galactose [CPD:C00052];"
EC:2.4.1.122;N-acetyl-alpha-D-galactosaminyl-R [CPD:C04387]
"UDP [CPD:C00015];";EC:2.4.1.122
beta-D-galactosyl-(1->3)-N-acetyl-alpha-D-galactosaminyl-R [CPD:C04750];EC:2.4.1.122
EC:3.2.1.113;"Man9GlcNAc2-[protein];"
EC:3.2.1.113;"H2O [CPD:C00001];"
EC:3.2.1.113;"Man8GlcNAc2-[protein] (isomer 8A1,2,3B1,2);"
EC:3.2.1.113;"Man7GlcNAc2-[protein] (isomer 7A1,2,3B2);"
EC:3.2.1.113;"Man6GlcNAc2-[protein] (isomer 6A1,2B2);"
EC:3.2.1.113;"Man8GlcNAc2-[protein] (isomer 8A1,2,3B1,3);"
EC:3.2.1.113;"Man7GlcNAc2-[protein] (isomer 7A1,2,3B1);"
EC:3.2.1.113;Man6GlcNAc2-[protein] (isomer 6A1,2,3)
"Man5GlcNAc2-[protein];";EC:3.2.1.113
"beta-D-mannopyranose;";EC:3.2.1.113
"Man8GlcNAc2-[protein] (isomer 8A1,2,3B1,2);";EC:3.2.1.113
"Man7GlcNAc2-[protein] (isomer 7A1,2,3B2);";EC:3.2.1.113
"Man6GlcNAc2-[protein] (isomer 6A1,2B2);";EC:3.2.1.113
"Man7GlcNAc2-[protein] (isomer 7A1,2,3B1);";EC:3.2.1.113
Man6GlcNAc2-[protein] (isomer 6A1,2,3);EC:3.2.1.113
EC:3.2.1.52;Acts on N-acetylglucosides and N-acetylgalactosides.
EC 3.2.1.52 created 1972 (EC 3.2.1.30 created 1961, incorporated 1992 [EC 3.2.1.29 created 1961, incorporated 1972]);EC:3.2.1.52
EC:2.4.1.214;"GDP-beta-L-fucose [CPD:C00325];"
EC:2.4.1.214;N4-{beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc}-L-asparaginyl-[protein]
"GDP [CPD:C00035];";EC:2.4.1.214
N4-{beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-[alpha-L-Fuc-(1->3)]-beta-D-GlcNAc}-L-asparaginyl-[protein];EC:2.4.1.214
EC:3.2.1.52;Acts on N-acetylglucosides and N-acetylgalactosides.
EC 3.2.1.52 created 1972 (EC 3.2.1.30 created 1961, incorporated 1992 [EC 3.2.1.29 created 1961, incorporated 1972]);EC:3.2.1.52
EC:3.2.1.14;The enzyme binds to chitin and randomly cleaves glycosidic linkages in chitin and chitodextrins in a non-processive mode, generating chitooligosaccharides and free ends on which exo-chitinases and exo-chitodextrinases can act. Activity is greatly stimulated in the presence of EC 1.14.99.53, lytic chitin monoxygenase, which attacks the crystalline structure of chitin and makes the polymer more accesible to the chitinase. cf. EC 3.2.1.202, endo-chitodextrinase.
EC 3.2.1.14 created 1961, modified 2017;EC:3.2.1.14
EC:2.7.1.59;"ATP [CPD:C00002];"
EC:2.7.1.59;N-acetyl-D-glucosamine [CPD:C00140]
"ADP [CPD:C00008];";EC:2.7.1.59
N-acetyl-D-glucosamine 6-phosphate [CPD:C00357];EC:2.7.1.59
EC:3.5.1.25;"N-acetyl-D-glucosamine 6-phosphate [CPD:C00357];"
EC:3.5.1.25;H2O [CPD:C00001]
"D-glucosamine 6-phosphate [CPD:C00352];";EC:3.5.1.25
acetate [CPD:C00033];EC:3.5.1.25
EC:2.3.1.4;"acetyl-CoA [CPD:C00024];"
EC:2.3.1.4;D-glucosamine 6-phosphate [CPD:C00352]
"CoA [CPD:C00010];";EC:2.3.1.4
N-acetyl-D-glucosamine 6-phosphate [CPD:C00357];EC:2.3.1.4
EC:5.4.2.3;N-acetyl-alpha-D-glucosamine 1-phosphate [CPD:C04501]
N-acetyl-D-glucosamine 6-phosphate [CPD:C00357];EC:5.4.2.3
EC:2.7.7.23 2.7.7.83;"UTP [CPD:C00075];"
EC:2.7.7.23 2.7.7.83;N-acetyl-alpha-D-glucosamine 1-phosphate [CPD:C04501]
"diphosphate [CPD:C00013];";EC:2.7.7.23 2.7.7.83
UDP-N-acetyl-alpha-D-glucosamine [CPD:C00043];EC:2.7.7.23 2.7.7.83
EC:2.4.1.16;"UDP-N-acetyl-alpha-D-glucosamine [CPD:C00043];"
EC:2.4.1.16;[(1->4)-N-acetyl-beta-D-glucosaminyl]n
"UDP [CPD:C00015];";EC:2.4.1.16
[(1->4)-N-acetyl-beta-D-glucosaminyl]n+1;EC:2.4.1.16
EC:2.5.1.56 2.5.1.57 2.5.1.132;"phosphoenolpyruvate [CPD:C00074];"
EC:2.5.1.56 2.5.1.57 2.5.1.132;"N-acetyl-D-mannosamine [CPD:C00645];"
EC:2.5.1.56 2.5.1.57 2.5.1.132;H2O [CPD:C00001]
"phosphate [CPD:C00009];";EC:2.5.1.56 2.5.1.57 2.5.1.132
N-acetylneuraminate [CPD:C00270];EC:2.5.1.56 2.5.1.57 2.5.1.132
EC:3.1.3.29;"N-acylneuraminate 9-phosphate [CPD:C01200];"
EC:3.1.3.29;H2O [CPD:C00001]
"N-acylneuraminate [CPD:C00591];";EC:3.1.3.29
phosphate [CPD:C00009];EC:3.1.3.29
EC:2.7.7.43 2.7.7.92;"CTP [CPD:C00063];"
EC:2.7.7.43 2.7.7.92;N-acylneuraminate [CPD:C00591]
"diphosphate [CPD:C00013];";EC:2.7.7.43 2.7.7.92
CMP-N-acylneuraminate [CPD:C01064];EC:2.7.7.43 2.7.7.92
EC:3.5.99.6;"alpha-D-glucosamine 6-phosphate;"
EC:3.5.99.6;H2O [CPD:C00001]
"D-fructose 6-phosphate [CPD:C00085];";EC:3.5.99.6
NH3 [CPD:C00014];EC:3.5.99.6
EC:4.1.1.35;UDP-D-glucuronate [CPD:C00167]
"UDP-D-xylose [CPD:C00190];";EC:4.1.1.35
CO2 [CPD:C00011];EC:4.1.1.35
EC:3.1.6.13;EC 3.1.6.13 created 1984
EC:3.2.1.76;EC 3.2.1.76 created 1972
EC:3.1.6.12;Acts also on N-acetylglucosamine 4-sulfate.
EC 3.1.6.12 created 1984;EC:3.1.6.12
EC:3.10.1.1;"N-sulfo-D-glucosamine [CPD:C01075];"
EC:3.10.1.1;H2O [CPD:C00001]
"D-glucosamine [CPD:C00329];";EC:3.10.1.1
sulfate [CPD:C00059];EC:3.10.1.1
EC:2.3.1.78;"acetyl-CoA [CPD:C00024];"
EC:2.3.1.78;heparan sulfate alpha-D-glucosaminide [CPD:C04384]
"CoA [CPD:C00010];";EC:2.3.1.78
heparan sulfate N-acetyl-alpha-D-glucosaminide [CPD:C04649];EC:2.3.1.78
EC:3.2.1.50;Hydrolyses UDP-N-acetylglucosamine.
EC 3.2.1.50 created 1972;EC:3.2.1.50
EC:3.1.6.14;May be identical with EC 3.1.6.11 disulfoglucosamine-6-sulfatase.
EC 3.1.6.14 created 1984;EC:3.1.6.14
EC:2.4.2.26;"UDP-alpha-D-xylose [CPD:C00190];"
EC:2.4.2.26;[protein]-L-serine [CPD:C02189]
"UDP [CPD:C00015];";EC:2.4.2.26
[protein]-3-O-(beta-D-xylosyl)-L-serine;EC:2.4.2.26
EC:2.4.1.133;"UDP-alpha-D-galactose [CPD:C00052];"
EC:2.4.1.133;[protein]-3-O-(beta-D-xylosyl)-L-serine
"UDP [CPD:C00015];";EC:2.4.1.133
[protein]-3-O-(beta-D-galactosyl-(1->4)-beta-D-xylosyl)-L-serine;EC:2.4.1.133
EC:2.4.1.134;"UDP-alpha-D-galactose [CPD:C00052];"
EC:2.4.1.134;[protein]-3-O-(beta-D-galactosyl-(1->4)-beta-D-xylosyl)-L-serine
"UDP [CPD:C00015];";EC:2.4.1.134
[protein]-3-O-(beta-D-galactosyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-xylosyl)-L-serine [CPD:C04825];EC:2.4.1.134
EC:2.4.1.135;"UDP-alpha-D-glucuronate [CPD:C00167];"
EC:2.4.1.135;[protein]-3-O-(beta-D-galactosyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-xylosyl)-L-serine [CPD:C04825]
"UDP [CPD:C00015];";EC:2.4.1.135
[protein]-3-O-(beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl)-L-serine [CPD:C04903];EC:2.4.1.135
EC:2.4.1.174 2.4.1.175;"UDP-N-acetyl-alpha-D-galactosamine [CPD:C00203];"
EC:2.4.1.174 2.4.1.175;[protein]-3-O-(beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl)-L-serine [CPD:C04903]
"UDP [CPD:C00015];";EC:2.4.1.174 2.4.1.175
[protein]-3-O-(beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl)-L-serine;EC:2.4.1.174 2.4.1.175
EC:2.4.1.175 2.4.1.226;"UDP-N-acetyl-alpha-D-galactosamine [CPD:C00203];"
EC:2.4.1.175 2.4.1.226;"[protein]-3-O-(beta-D-GlcA-(1->3)-beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl)-L-serine [CPD:C04800];"
EC:2.4.1.175 2.4.1.226;[protein]-3-O-(beta-D-GlcA-(1->3)-[beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)]n-beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl)-L-serine
"UDP [CPD:C00015];";EC:2.4.1.175 2.4.1.226
"[protein]-3-O-(beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)-beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl)-L-serine [CPD:C04913];";EC:2.4.1.175 2.4.1.226
[protein]-3-O-([beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)]n+1-beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl)-L-serine;EC:2.4.1.175 2.4.1.226
EC:2.7.1.30;"ATP [CPD:C00002];"
EC:2.7.1.30;glycerol [CPD:C00116]
"ADP [CPD:C00008];";EC:2.7.1.30
sn-glycerol 3-phosphate [CPD:C00093];EC:2.7.1.30
EC:2.3.1.15;"acyl-CoA [CPD:C00040];"
EC:2.3.1.15;sn-glycerol 3-phosphate [CPD:C00093]
"CoA [CPD:C00010];";EC:2.3.1.15
1-acyl-sn-glycerol 3-phosphate [CPD:C00681];EC:2.3.1.15
EC:2.7.1.94;"ATP [CPD:C00002];"
EC:2.7.1.94;acylglycerol [CPD:C15590]
"ADP [CPD:C00008];";EC:2.7.1.94
acyl-sn-glycerol 3-phosphate [CPD:C03849];EC:2.7.1.94
EC:2.3.1.51;"acyl-CoA [CPD:C00040];"
EC:2.3.1.51;1-acyl-sn-glycerol 3-phosphate [CPD:C00681]
"CoA [CPD:C00010];";EC:2.3.1.51
1,2-diacyl-sn-glycerol 3-phosphate [CPD:C00416];EC:2.3.1.51
EC:2.3.1.22;"acyl-CoA [CPD:C00040];"
EC:2.3.1.22;2-acylglycerol [CPD:C02112]
"CoA [CPD:C00010];";EC:2.3.1.22
diacylglycerol [CPD:C00165];EC:2.3.1.22
EC:3.1.3.4;"1,2-diacylglycerol 3-phosphate;"
EC:3.1.3.4;H2O [CPD:C00001]
"1,2-diacyl-sn-glycerol [CPD:C00641];";EC:3.1.3.4
phosphate [CPD:C00009];EC:3.1.3.4
EC:2.7.1.107;"ATP [CPD:C00002];"
EC:2.7.1.107;1,2-diacyl-sn-glycerol [CPD:C00641]
"ADP [CPD:C00008];";EC:2.7.1.107
1,2-diacyl-sn-glycerol 3-phosphate [CPD:C00416];EC:2.7.1.107
EC:2.3.1.20 2.3.1.75 2.3.1.76;"acyl-CoA [CPD:C00040];"
EC:2.3.1.20 2.3.1.75 2.3.1.76;1,2-diacyl-sn-glycerol [CPD:C00641]
"CoA [CPD:C00010];";EC:2.3.1.20 2.3.1.75 2.3.1.76
triacylglycerol [CPD:C00422];EC:2.3.1.20 2.3.1.75 2.3.1.76
EC:3.1.3.81 3.1.3.4;"1,2-diacyl-sn-glycerol 3-diphosphate [CPD:C19776];"
EC:3.1.3.81 3.1.3.4;H2O [CPD:C00001]
"1,2-diacyl-sn-glycerol 3-phosphate [CPD:C00416];";EC:3.1.3.81 3.1.3.4
phosphate [CPD:C00009];EC:3.1.3.81 3.1.3.4
EC:3.1.4.11;"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate [CPD:C04637];"
EC:3.1.4.11;H2O [CPD:C00001]
"1D-myo-inositol 1,4,5-trisphosphate [CPD:C01245];";EC:3.1.4.11
diacylglycerol [CPD:C00641];EC:3.1.4.11
EC:3.1.3.16 3.1.3.48 3.1.3.67;"[a protein]-serine/threonine phosphate;"
EC:3.1.3.16 3.1.3.48 3.1.3.67;H2O [CPD:C00001]
"[a protein]-serine/threonine;";EC:3.1.3.16 3.1.3.48 3.1.3.67
phosphate [CPD:C00009];EC:3.1.3.16 3.1.3.48 3.1.3.67
EC:2.7.1.153;"ATP [CPD:C00002];"
EC:2.7.1.153;1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate [CPD:C04637]
"ADP [CPD:C00008];";EC:2.7.1.153
1-phosphatidyl-1D-myo-inositol 3,4,5-trisphosphate [CPD:C05981];EC:2.7.1.153
EC:2.7.1.68;"ATP [CPD:C00002];"
EC:2.7.1.68;1-phosphatidyl-1D-myo-inositol 4-phosphate [CPD:C01277]
"ADP [CPD:C00008];";EC:2.7.1.68
1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate [CPD:C04637];EC:2.7.1.68
EC:3.1.3.36;"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate [CPD:C04637];"
EC:3.1.3.36;H2O [CPD:C00001]
