;Origen;Destino
EC:5.1.3.3;alpha-D-glucose [CPD:C00267]
"L-glutamate [CPD:C00025];";EC:2.6.1.16
D-glucosamine 6-phosphate [CPD:C00352];EC:2.6.1.16
EC:1.2.1.88;"L-glutamate 5-semialdehyde [CPD:C01165];"
EC:1.2.1.88;"NAD+ [CPD:C00003];"
EC:1.2.1.88;H2O [CPD:C00001]
"L-glutamate [CPD:C00025];";EC:1.2.1.88
"NADH [CPD:C00004];";EC:1.2.1.88
H+ [CPD:C00080];EC:1.2.1.88
EC:4.1.1.15;L-glutamate [CPD:C00025]
"4-aminobutanoate [CPD:C00334];";EC:4.1.1.15
CO2 [CPD:C00011];EC:4.1.1.15
EC:2.6.1.19 2.6.1.22;"4-aminobutanoate [CPD:C00334];"
EC:2.6.1.19 2.6.1.22;2-oxoglutarate [CPD:C00026]
"succinate semialdehyde [CPD:C00232];";EC:2.6.1.19 2.6.1.22
L-glutamate [CPD:C00025];EC:2.6.1.19 2.6.1.22
EC:1.2.1.24;"succinate semialdehyde [CPD:C00232];"
EC:1.2.1.24;"NAD+ [CPD:C00003];"
EC:1.2.1.24;H2O [CPD:C00001]
"succinate [CPD:C00042];";EC:1.2.1.24
"NADH [CPD:C00004];";EC:1.2.1.24
H+ [CPD:C00080];EC:1.2.1.24
EC:1.4.3.1;"D-aspartate [CPD:C00402];"
EC:1.4.3.1;"H2O [CPD:C00001];"
EC:1.4.3.1;O2 [CPD:C00007]
"oxaloacetate [CPD:C00036];";EC:1.4.3.1
"NH3 [CPD:C00014];";EC:1.4.3.1
H2O2 [CPD:C00027];EC:1.4.3.1
EC:1.4.3.2;"L-amino acid [CPD:C00151];"
EC:1.4.3.2;"H2O [CPD:C00001];"
EC:1.4.3.2;O2 [CPD:C00007]
"2-oxo carboxylate [CPD:C00161];";EC:1.4.3.2
"NH3 [CPD:C00014];";EC:1.4.3.2
H2O2 [CPD:C00027];EC:1.4.3.2
EC:6.3.5.4;"ATP [CPD:C00002];"
EC:6.3.5.4;"L-aspartate [CPD:C00049];"
EC:6.3.5.4;"L-glutamine [CPD:C00064];"
EC:6.3.5.4;"H2O [CPD:C00001];"
EC:6.3.5.4;NH3 [CPD:C00014]
"AMP [CPD:C00020];";EC:6.3.5.4
"diphosphate [CPD:C00013];";EC:6.3.5.4
"L-asparagine [CPD:C00152];";EC:6.3.5.4
"L-glutamate [CPD:C00025];";EC:6.3.5.4
NH3 [CPD:C00014];EC:6.3.5.4
EC:3.5.1.1 3.4.19.5;"L-asparagine [CPD:C00152];"
EC:3.5.1.1 3.4.19.5;H2O [CPD:C00001]
"L-aspartate [CPD:C00049];";EC:3.5.1.1 3.4.19.5
NH3 [CPD:C00014];EC:3.5.1.1 3.4.19.5
EC:3.5.1.15;"N-acyl-L-aspartate [CPD:C02715];"
EC:3.5.1.15;H2O [CPD:C00001]
"carboxylate [CPD:C00060];";EC:3.5.1.15
L-aspartate [CPD:C00049];EC:3.5.1.15
EC:2.3.1.17;"acetyl-CoA [CPD:C00024];"
EC:2.3.1.17;L-aspartate [CPD:C00049]
"CoA [CPD:C00010];";EC:2.3.1.17
N-acetyl-L-aspartate [CPD:C01042];EC:2.3.1.17
EC:6.3.1.17 6.3.2.41;"ATP [CPD:C00002];"
EC:6.3.1.17 6.3.2.41;"citrate [CPD:C00158];"
EC:6.3.1.17 6.3.2.41;L-glutamate [CPD:C00025]
"ADP [CPD:C00008];";EC:6.3.1.17 6.3.2.41
"phosphate [CPD:C00009];";EC:6.3.1.17 6.3.2.41
beta-citryl-L-glutamate [CPD:C20775];EC:6.3.1.17 6.3.2.41
EC:3.4.17.21;EC 3.4.17.21 created 1997, modified 2000 (EC 3.4.13.8 created 1972 and EC 3.4.19.8 created 1992, incorporated 2000)
EC:6.3.2.41 6.3.2.42;"ATP [CPD:C00002];"
EC:6.3.2.41 6.3.2.42;"N-acetyl-L-aspartate [CPD:C01042];"
EC:6.3.2.41 6.3.2.42;L-glutamate [CPD:C00025]
"ADP [CPD:C00008];";EC:6.3.2.41 6.3.2.42
"phosphate [CPD:C00009];";EC:6.3.2.41 6.3.2.42
N-acetyl-L-aspartyl-L-glutamate [CPD:C12270];EC:6.3.2.41 6.3.2.42
EC:2.6.1.44 2.6.1.45 2.6.1.51;"L-alanine [CPD:C00041];"
EC:2.6.1.44 2.6.1.45 2.6.1.51;glyoxylate [CPD:C00048]
"pyruvate [CPD:C00022];";EC:2.6.1.44 2.6.1.45 2.6.1.51
glycine [CPD:C00037];EC:2.6.1.44 2.6.1.45 2.6.1.51
EC:1.1.1.79 1.1.1.81;"glycolate [CPD:C00160];"
EC:1.1.1.79 1.1.1.81;NADP+ [CPD:C00006]
"glyoxylate [CPD:C00048];";EC:1.1.1.79 1.1.1.81
"NADPH [CPD:C00005];";EC:1.1.1.79 1.1.1.81
H+ [CPD:C00080];EC:1.1.1.79 1.1.1.81
EC:1.1.1.95 1.1.1.399;"3-phospho-D-glycerate [CPD:C00197];"
EC:1.1.1.95 1.1.1.399;NAD+ [CPD:C00003]
"3-phosphooxypyruvate [CPD:C03232];";EC:1.1.1.95 1.1.1.399
"NADH [CPD:C00004];";EC:1.1.1.95 1.1.1.399
H+ [CPD:C00080];EC:1.1.1.95 1.1.1.399
EC:2.6.1.52;"O-phospho-L-serine [CPD:C01005];"
EC:2.6.1.52;"2-oxoglutarate [CPD:C00026];"
EC:2.6.1.52;4-phosphooxy-L-threonine [CPD:C06055]
"3-phosphooxypyruvate [CPD:C03232];";EC:2.6.1.52
"L-glutamate [CPD:C00025];";EC:2.6.1.52
(3R)-3-hydroxy-2-oxo-4-phosphooxybutanoate [CPD:C06054];EC:2.6.1.52
EC:3.1.3.3;"O-phospho-L-serine [CPD:C01005];"
EC:3.1.3.3;"O-phospho-D-serine [CPD:C02532];"
EC:3.1.3.3;H2O [CPD:C00001]
"L-serine [CPD:C00065];";EC:3.1.3.3
"D-serine [CPD:C00740];";EC:3.1.3.3
phosphate [CPD:C00009];EC:3.1.3.3
EC:4.2.1.22;"L-serine [CPD:C00065];"
EC:4.2.1.22;L-homocysteine [CPD:C00155]
"L-cystathionine [CPD:C02291];";EC:4.2.1.22
H2O [CPD:C00001];EC:4.2.1.22
EC:2.1.2.1;"5,10-methylenetetrahydrofolate [CPD:C00143];"
EC:2.1.2.1;"glycine [CPD:C00037];"
EC:2.1.2.1;H2O [CPD:C00001]
"tetrahydrofolate [CPD:C00101];";EC:2.1.2.1
L-serine [CPD:C00065];EC:2.1.2.1
EC:4.3.1.17 4.3.1.19;"L-serine [CPD:C00065];"
EC:4.3.1.17 4.3.1.19;"2-aminoprop-2-enoate [CPD:C02218];"
EC:4.3.1.17 4.3.1.19;"2-iminopropanoate [CPD:C20904];"
EC:4.3.1.17 4.3.1.19;H2O [CPD:C00001]
"pyruvate [CPD:C00022];";EC:4.3.1.17 4.3.1.19
"NH3 [CPD:C00014];";EC:4.3.1.17 4.3.1.19
"2-aminoprop-2-enoate [CPD:C02218];";EC:4.3.1.17 4.3.1.19
"H2O [CPD:C00001];";EC:4.3.1.17 4.3.1.19
2-iminopropanoate [CPD:C20904];EC:4.3.1.17 4.3.1.19
EC:1.1.99.1;"choline [CPD:C00114];"
EC:1.1.99.1;acceptor [CPD:C00028]
"betaine aldehyde [CPD:C00576];";EC:1.1.99.1
reduced acceptor [CPD:C00030];EC:1.1.99.1
EC:1.2.1.31 1.2.1.8 1.2.1.3;"(S)-2-amino-6-oxohexanoate [CPD:C04076];"
EC:1.2.1.31 1.2.1.8 1.2.1.3;"NAD+ [CPD:C00003];"
EC:1.2.1.31 1.2.1.8 1.2.1.3;"NADP+ [CPD:C00006];"
EC:1.2.1.31 1.2.1.8 1.2.1.3;"H2O [CPD:C00001];"
EC:1.2.1.31 1.2.1.8 1.2.1.3;(S)-2,3,4,5-tetrahydropyridine-2-carboxylate [CPD:C00450]
"L-2-aminoadipate [CPD:C00956];";EC:1.2.1.31 1.2.1.8 1.2.1.3
"NADH [CPD:C00004];";EC:1.2.1.31 1.2.1.8 1.2.1.3
"NADPH [CPD:C00005];";EC:1.2.1.31 1.2.1.8 1.2.1.3
"H+ [CPD:C00080];";EC:1.2.1.31 1.2.1.8 1.2.1.3
"(S)-2,3,4,5-tetrahydropyridine-2-carboxylate [CPD:C00450];";EC:1.2.1.31 1.2.1.8 1.2.1.3
H2O [CPD:C00001];EC:1.2.1.31 1.2.1.8 1.2.1.3
EC:2.1.1.5;"betaine [CPD:C00719];"
EC:2.1.1.5;L-homocysteine [CPD:C00155]
"dimethylglycine [CPD:C01026];";EC:2.1.1.5
L-methionine [CPD:C00073];EC:2.1.1.5
EC:1.5.8.4;"N,N-dimethylglycine [CPD:C01026];"
EC:1.5.8.4;"5,6,7,8-tetrahydrofolate [CPD:C00101];"
EC:1.5.8.4;electron-transfer flavoprotein [CPD:C04253]
"sarcosine [CPD:C00213];";EC:1.5.8.4
"5,10-methylenetetrahydrofolate [CPD:C00143];";EC:1.5.8.4
reduced electron-transfer flavoprotein [CPD:C04570];EC:1.5.8.4
EC:1.5.3.1 1.5.3.7;"sarcosine [CPD:C00213];"
EC:1.5.3.1 1.5.3.7;"H2O [CPD:C00001];"
EC:1.5.3.1 1.5.3.7;O2 [CPD:C00007]
"glycine [CPD:C00037];";EC:1.5.3.1 1.5.3.7
"formaldehyde [CPD:C00067];";EC:1.5.3.1 1.5.3.7
H2O2 [CPD:C00027];EC:1.5.3.1 1.5.3.7
EC:1.5.8.3;"sarcosine [CPD:C00213];"
EC:1.5.8.3;"H2O [CPD:C00001];"
EC:1.5.8.3;electron-transfer flavoprotein [CPD:C04253]
"glycine [CPD:C00037];";EC:1.5.8.3
"formaldehyde [CPD:C00067];";EC:1.5.8.3
reduced electron-transfer flavoprotein [CPD:C04570];EC:1.5.8.3
EC:2.1.1.20;"S-adenosyl-L-methionine [CPD:C00019];"
EC:2.1.1.20;glycine [CPD:C00037]
"S-adenosyl-L-homocysteine [CPD:C00021];";EC:2.1.1.20
sarcosine [CPD:C00213];EC:2.1.1.20
EC:2.1.1.2;"S-adenosyl-L-methionine [CPD:C00019];"
EC:2.1.1.2;guanidinoacetate [CPD:C00581]
"S-adenosyl-L-homocysteine [CPD:C00021];";EC:2.1.1.2
creatine [CPD:C00300];EC:2.1.1.2
EC:2.1.4.1;"L-arginine [CPD:C00062];"
EC:2.1.4.1;glycine [CPD:C00037]
"L-ornithine [CPD:C00077];";EC:2.1.4.1
guanidinoacetate [CPD:C00581];EC:2.1.4.1
EC:2.1.2.10;"[protein]-S8-aminomethyldihydrolipoyllysine [CPD:C01242];"
EC:2.1.2.10;tetrahydrofolate [CPD:C00101]
"[protein]-dihydrolipoyllysine;";EC:2.1.2.10
"5,10-methylenetetrahydrofolate [CPD:C00143];";EC:2.1.2.10
NH3 [CPD:C00014];EC:2.1.2.10
EC:1.4.4.2;"glycine [CPD:C00037];"
EC:1.4.4.2;[glycine-cleavage complex H protein]-N6-lipoyl-L-lysine [CPD:C02051]
"[glycine-cleavage complex H protein]-S-aminomethyl-N6-dihydrolipoyl-L-lysine [CPD:C01242];";EC:1.4.4.2
CO2 [CPD:C00011];EC:1.4.4.2
EC:1.1.1.103;"L-threonine [CPD:C00188];"
EC:1.1.1.103;NAD+ [CPD:C00003]
"L-2-amino-3-oxobutanoate [CPD:C03508];";EC:1.1.1.103
"NADH [CPD:C00004];";EC:1.1.1.103
H+ [CPD:C00080];EC:1.1.1.103
EC:2.3.1.29;"acetyl-CoA [CPD:C00024];"
EC:2.3.1.29;glycine [CPD:C00037]
"CoA [CPD:C00010];";EC:2.3.1.29
L-2-amino-3-oxobutanoate [CPD:C03508];EC:2.3.1.29
EC:4.4.1.1;"L-cystathionine [CPD:C02291];"
EC:4.4.1.1;"H2O [CPD:C00001];"
EC:4.4.1.1;"2-aminobut-2-enoate [CPD:C17234];"
EC:4.4.1.1;2-iminobutanoate [CPD:C20905]
"L-cysteine [CPD:C00097];";EC:4.4.1.1
"2-oxobutanoate [CPD:C00109];";EC:4.4.1.1
"NH3 [CPD:C00014];";EC:4.4.1.1
"2-aminobut-2-enoate [CPD:C17234];";EC:4.4.1.1
2-iminobutanoate [CPD:C20905];EC:4.4.1.1
EC:5.1.1.18;L-serine [CPD:C00065]
D-serine [CPD:C00740];EC:5.1.1.18
EC:2.3.1.37;"succinyl-CoA [CPD:C00091];"
EC:2.3.1.37;glycine [CPD:C00037]
"5-aminolevulinate [CPD:C00430];";EC:2.3.1.37
"CoA [CPD:C00010];";EC:2.3.1.37
CO2 [CPD:C00011];EC:2.3.1.37
EC:1.4.3.3;"D-amino acid [CPD:C00405];"
EC:1.4.3.3;"H2O [CPD:C00001];"
EC:1.4.3.3;O2 [CPD:C00007]
"2-oxo carboxylate [CPD:C00161];";EC:1.4.3.3
"NH3 [CPD:C00014];";EC:1.4.3.3
H2O2 [CPD:C00027];EC:1.4.3.3
EC:2.7.1.165;"ATP [CPD:C00002];"
EC:2.7.1.165;D-glycerate [CPD:C00258]
"ADP [CPD:C00008];";EC:2.7.1.165
2-phospho-D-glycerate [CPD:C00631];EC:2.7.1.165
EC:2.6.1.7 4.4.1.13 2.6.1.64;"L-kynurenine [CPD:C00328];"
EC:2.6.1.7 4.4.1.13 2.6.1.64;2-oxoglutarate [CPD:C00026]
"4-(2-aminophenyl)-2,4-dioxobutanoate [CPD:C01252];";EC:2.6.1.7 4.4.1.13 2.6.1.64
L-glutamate [CPD:C00025];EC:2.6.1.7 4.4.1.13 2.6.1.64
EC:1.13.11.20;"L-cysteine [CPD:C00097];"
EC:1.13.11.20;O2 [CPD:C00007]
3-sulfinoalanine [CPD:C00606];EC:1.13.11.20
EC:2.8.1.1 2.8.1.2;"thiosulfate [CPD:C00320];"
EC:2.8.1.1 2.8.1.2;cyanide [CPD:C00177]
"sulfite [CPD:C00094];";EC:2.8.1.1 2.8.1.2
thiocyanate [CPD:C01755];EC:2.8.1.1 2.8.1.2
EC:3.3.1.1;"S-adenosyl-L-homocysteine [CPD:C00021];"
EC:3.3.1.1;H2O [CPD:C00001]
"L-homocysteine [CPD:C00155];";EC:3.3.1.1
adenosine [CPD:C00212];EC:3.3.1.1
EC:2.1.1.13;"5-methyltetrahydrofolate [CPD:C00440];"
EC:2.1.1.13;L-homocysteine [CPD:C00155]
"tetrahydrofolate [CPD:C00101];";EC:2.1.1.13
L-methionine [CPD:C00073];EC:2.1.1.13
EC:2.1.1.10;"S-methyl-L-methionine [CPD:C03172];"
EC:2.1.1.10;L-homocysteine [CPD:C00155]
L-methionine [CPD:C00073];EC:2.1.1.10
EC:2.5.1.6;"ATP [CPD:C00002];"
EC:2.5.1.6;"L-methionine [CPD:C00073];"
EC:2.5.1.6;H2O [CPD:C00001]
"phosphate [CPD:C00009];";EC:2.5.1.6
"diphosphate [CPD:C00013];";EC:2.5.1.6
S-adenosyl-L-methionine [CPD:C00019];EC:2.5.1.6
EC:2.1.1.37;"S-adenosyl-L-methionine [CPD:C00019];"
EC:2.1.1.37;DNA containing cytosine
"S-adenosyl-L-homocysteine [CPD:C00021];";EC:2.1.1.37
DNA containing 5-methylcytosine [CPD:C02967];EC:2.1.1.37
EC:4.1.1.50;S-adenosyl-L-methionine [CPD:C00019]
"S-adenosyl 3-(methylsulfanyl)propylamine [CPD:C01137];";EC:4.1.1.50
CO2 [CPD:C00011];EC:4.1.1.50
EC:2.5.1.16;"S-adenosyl 3-(methylsulfanyl)propylamine [CPD:C01137];"
EC:2.5.1.16;putrescine [CPD:C00134]
"S-methyl-5'-thioadenosine [CPD:C00170];";EC:2.5.1.16
spermidine [CPD:C00315];EC:2.5.1.16
EC:2.4.2.28;"S-methyl-5'-thioadenosine [CPD:C00170];"
EC:2.4.2.28;phosphate [CPD:C00009]
"adenine [CPD:C00147];";EC:2.4.2.28
S-methyl-5-thio-alpha-D-ribose 1-phosphate [CPD:C04188];EC:2.4.2.28
EC:5.3.1.23;S-methyl-5-thio-alpha-D-ribose 1-phosphate [CPD:C04188]
S-methyl-5-thio-D-ribulose 1-phosphate [CPD:C04582];EC:5.3.1.23
EC:4.2.1.109;5-(methylsulfanyl)-D-ribulose 1-phosphate [CPD:C04582]
"5-(methylsulfanyl)-2,3-dioxopentyl phosphate [CPD:C15650];";EC:4.2.1.109
H2O [CPD:C00001];EC:4.2.1.109
EC:3.1.3.77;"5-(methylsulfanyl)-2,3-dioxopentyl phosphate [CPD:C15650];"
EC:3.1.3.77;"H2O [CPD:C00001];"
EC:3.1.3.77;2-hydroxy-5-(methylsulfanyl)-3-oxopent-1-enyl phosphate [CPD:C15651]
"1,2-dihydroxy-5-(methylsulfanyl)pent-1-en-3-one [CPD:C15606];";EC:3.1.3.77
"phosphate [CPD:C00009];";EC:3.1.3.77
2-hydroxy-5-(methylsulfanyl)-3-oxopent-1-enyl phosphate [CPD:C15651];EC:3.1.3.77
EC:1.13.11.53 1.13.11.54;"1,2-dihydroxy-5-(methylsulfanyl)pent-1-en-3-one [CPD:C15606];"
EC:1.13.11.53 1.13.11.54;O2 [CPD:C00007]
"3-(methylsulfanyl)propanoate [CPD:C08276];";EC:1.13.11.53 1.13.11.54
"formate [CPD:C00058];";EC:1.13.11.53 1.13.11.54
CO [CPD:C00237];EC:1.13.11.53 1.13.11.54
EC:2.5.1.22;"S-adenosyl 3-(methylsulfanyl)propylamine [CPD:C01137];"
EC:2.5.1.22;spermidine [CPD:C00315]
"S-methyl-5'-thioadenosine [CPD:C00170];";EC:2.5.1.22
spermine [CPD:C00750];EC:2.5.1.22
EC:2.6.1.42;"L-leucine [CPD:C00123];"
EC:2.6.1.42;2-oxoglutarate [CPD:C00026]
"4-methyl-2-oxopentanoate [CPD:C00233];";EC:2.6.1.42
L-glutamate [CPD:C00025];EC:2.6.1.42
EC:2.6.1.44 2.6.1.40;"L-alanine [CPD:C00041];"
EC:2.6.1.44 2.6.1.40;glyoxylate [CPD:C00048]
"pyruvate [CPD:C00022];";EC:2.6.1.44 2.6.1.40
glycine [CPD:C00037];EC:2.6.1.44 2.6.1.40
EC:6.3.2.3;"ATP [CPD:C00002];"
EC:6.3.2.3;"gamma-L-glutamyl-L-cysteine [CPD:C00669];"
EC:6.3.2.3;glycine [CPD:C00037]
"ADP [CPD:C00008];";EC:6.3.2.3
"phosphate [CPD:C00009];";EC:6.3.2.3
glutathione [CPD:C00051];EC:6.3.2.3
EC:1.2.4.4;"3-methyl-2-oxobutanoate [CPD:C00141];"
EC:1.2.4.4;[dihydrolipoyllysine-residue (2-methylpropanoyl)transferase] lipoyllysine
"[dihydrolipoyllysine-residue (2-methylpropanoyl)transferase] S-(2-methylpropanoyl)dihydrolipoyllysine [CPD:C15977];";EC:1.2.4.4
CO2 [CPD:C00011];EC:1.2.4.4
EC:2.3.1.168;"2-methylpropanoyl-CoA [CPD:C00630];"
EC:2.3.1.168;enzyme N6-(dihydrolipoyl)lysine [CPD:C15973]
"CoA [CPD:C00010];";EC:2.3.1.168
enzyme N6-(S-[2-methylpropanoyl]dihydrolipoyl)lysine [CPD:C15977];EC:2.3.1.168
EC:1.3.8.4;"isovaleryl-CoA [CPD:C02939];"
EC:1.3.8.4;electron-transfer flavoprotein [CPD:C04253]
"3-methylcrotonyl-CoA [CPD:C03069];";EC:1.3.8.4
reduced electron-transfer flavoprotein [CPD:C04570];EC:1.3.8.4
EC:6.4.1.4;"ATP [CPD:C00002];"
EC:6.4.1.4;"3-methylcrotonoyl-CoA [CPD:C03069];"
EC:6.4.1.4;HCO3- [CPD:C00288]
"ADP [CPD:C00008];";EC:6.4.1.4
"phosphate [CPD:C00009];";EC:6.4.1.4
3-methylglutaconyl-CoA [CPD:C03231];EC:6.4.1.4
EC:4.2.1.18;(S)-3-hydroxy-3-methylglutaryl-CoA [CPD:C00356]
"trans-3-methylglutaconyl-CoA [CPD:C03231];";EC:4.2.1.18
H2O [CPD:C00001];EC:4.2.1.18
EC:5.4.99.2;(R)-methylmalonyl-CoA [CPD:C01213]
succinyl-CoA [CPD:C00091];EC:5.4.99.2
EC:5.1.99.1;(R)-methylmalonyl-CoA [CPD:C01213]
(S)-methylmalonyl-CoA [CPD:C00683];EC:5.1.99.1
EC:6.4.1.3 2.1.3.15;"ATP [CPD:C00002];"
EC:6.4.1.3 2.1.3.15;"propanoyl-CoA [CPD:C00100];"
EC:6.4.1.3 2.1.3.15;HCO3- [CPD:C00288]
"ADP [CPD:C00008];";EC:6.4.1.3 2.1.3.15
"phosphate [CPD:C00009];";EC:6.4.1.3 2.1.3.15
(S)-methylmalonyl-CoA [CPD:C00683];EC:6.4.1.3 2.1.3.15
EC:1.2.1.18 1.2.1.27;"3-oxopropanoate [CPD:C00222];"
EC:1.2.1.18 1.2.1.27;"CoA [CPD:C00010];"
EC:1.2.1.18 1.2.1.27;"NAD+ [CPD:C00003];"
EC:1.2.1.18 1.2.1.27;NADP+ [CPD:C00006]
"acetyl-CoA [CPD:C00024];";EC:1.2.1.18 1.2.1.27
"CO2 [CPD:C00011];";EC:1.2.1.18 1.2.1.27
"NADH [CPD:C00004];";EC:1.2.1.18 1.2.1.27
NADPH [CPD:C00005];EC:1.2.1.18 1.2.1.27
EC:1.1.1.35 1.1.1.178;"(S)-3-hydroxyacyl-CoA [CPD:C00640];"
EC:1.1.1.35 1.1.1.178;NAD+ [CPD:C00003]
"3-oxoacyl-CoA [CPD:C00264];";EC:1.1.1.35 1.1.1.178
"NADH [CPD:C00004];";EC:1.1.1.35 1.1.1.178
H+ [CPD:C00080];EC:1.1.1.35 1.1.1.178
EC:3.1.2.4;"3-hydroxy-2-methylpropanoyl-CoA [CPD:C04047];"
EC:3.1.2.4;H2O [CPD:C00001]
"CoA [CPD:C00010];";EC:3.1.2.4
3-hydroxy-2-methylpropanoate [CPD:C01188];EC:3.1.2.4
EC:1.1.1.31;"3-hydroxy-2-methylpropanoate [CPD:C01188];"
EC:1.1.1.31;NAD+ [CPD:C00003]
"2-methyl-3-oxopropanoate [CPD:C00349];";EC:1.1.1.31
"NADH [CPD:C00004];";EC:1.1.1.31
H+ [CPD:C00080];EC:1.1.1.31
EC:1.2.3.1;"aldehyde [CPD:C00071];"
EC:1.2.3.1;"H2O [CPD:C00001];"
EC:1.2.3.1;O2 [CPD:C00007]
"carboxylate [CPD:C00060];";EC:1.2.3.1
H2O2 [CPD:C00027];EC:1.2.3.1
EC:6.2.1.16;"ATP [CPD:C00002];"
EC:6.2.1.16;"acetoacetate [CPD:C00164];"
EC:6.2.1.16;CoA [CPD:C00010]
"AMP [CPD:C00020];";EC:6.2.1.16
"diphosphate [CPD:C00013];";EC:6.2.1.16
acetoacetyl-CoA [CPD:C00332];EC:6.2.1.16
EC:1.5.1.8 1.5.1.9;"N6-(L-1,3-dicarboxypropyl)-L-lysine [CPD:C00449];"
EC:1.5.1.8 1.5.1.9;"NADP+ [CPD:C00006];"
EC:1.5.1.8 1.5.1.9;H2O [CPD:C00001]
"L-lysine [CPD:C00047];";EC:1.5.1.8 1.5.1.9
"2-oxoglutarate [CPD:C00026];";EC:1.5.1.8 1.5.1.9
"NADPH [CPD:C00005];";EC:1.5.1.8 1.5.1.9
H+ [CPD:C00080];EC:1.5.1.8 1.5.1.9
EC:2.6.1.7 2.6.1.39;"L-kynurenine [CPD:C00328];"
EC:2.6.1.7 2.6.1.39;2-oxoglutarate [CPD:C00026]
"4-(2-aminophenyl)-2,4-dioxobutanoate [CPD:C01252];";EC:2.6.1.7 2.6.1.39
L-glutamate [CPD:C00025];EC:2.6.1.7 2.6.1.39
EC:2.1.1.354;"S-adenosyl-L-methionine [CPD:C00019];"
EC:2.1.1.354;"[histone H3]-L-lysine4;"
EC:2.1.1.354;"[histone H3]-N6-methyl-L-lysine4;"
EC:2.1.1.354;[histone H3]-N6,N6-dimethyl-L-lysine4
"S-adenosyl-L-homocysteine [CPD:C00021];";EC:2.1.1.354
"[histone H3]-N6,N6,N6-trimethyl-L-lysine4;";EC:2.1.1.354
"[histone H3]-N6-methyl-L-lysine4;";EC:2.1.1.354
[histone H3]-N6,N6-dimethyl-L-lysine4;EC:2.1.1.354
EC:1.14.11.4;"[procollagen]-L-lysine;"
EC:1.14.11.4;"2-oxoglutarate [CPD:C00026];"
EC:1.14.11.4;O2 [CPD:C00007]
"[procollagen]-(2S,5R)-5-hydroxy-L-lysine [CPD:C01211];";EC:1.14.11.4
"succinate [CPD:C00042];";EC:1.14.11.4
CO2 [CPD:C00011];EC:1.14.11.4
EC:2.1.1.60;"S-adenosyl-L-methionine [CPD:C00019];"
EC:2.1.1.60;calmodulin L-lysine [CPD:C02816]
"S-adenosyl-L-homocysteine [CPD:C00021];";EC:2.1.1.60
calmodulin N6-methyl-L-lysine [CPD:C03941];EC:2.1.1.60
EC:1.14.11.1;"4-trimethylammoniobutanoate [CPD:C01181];"
EC:1.14.11.1;"2-oxoglutarate [CPD:C00026];"
EC:1.14.11.1;O2 [CPD:C00007]
"3-hydroxy-4-trimethylammoniobutanoate [CPD:C00487];";EC:1.14.11.1
"succinate [CPD:C00042];";EC:1.14.11.1
CO2 [CPD:C00011];EC:1.14.11.1
EC:1.2.1.47 1.2.1.3;"4-trimethylammoniobutanal [CPD:C01149];"
EC:1.2.1.47 1.2.1.3;"NAD+ [CPD:C00003];"
EC:1.2.1.47 1.2.1.3;H2O [CPD:C00001]
"4-trimethylammoniobutanoate [CPD:C01181];";EC:1.2.1.47 1.2.1.3
"NADH [CPD:C00004];";EC:1.2.1.47 1.2.1.3
H+ [CPD:C00080];EC:1.2.1.47 1.2.1.3
EC:2.4.1.50;"UDP-alpha-D-galactose [CPD:C00052];"
EC:2.4.1.50;[procollagen]-(5R)-5-hydroxy-L-lysine
"UDP [CPD:C00015];";EC:2.4.1.50
[procollagen]-(5R)-5-O-(beta-D-galactosyl)-5-hydroxy-L-lysine;EC:2.4.1.50
EC:2.7.1.81;"GTP [CPD:C00044];"
EC:2.7.1.81;5-hydroxy-L-lysine [CPD:C16741]
"GDP [CPD:C00035];";EC:2.7.1.81
5-phosphooxy-L-lysine [CPD:C03366];EC:2.7.1.81
EC:4.2.3.134;"(5R)-5-phosphooxy-L-lysine [CPD:C03366];"
EC:4.2.3.134;H2O [CPD:C00001]
"(S)-2-amino-6-oxohexanoate [CPD:C04076];";EC:4.2.3.134
"NH3 [CPD:C00014];";EC:4.2.3.134
phosphate [CPD:C00009];EC:4.2.3.134
EC:2.7.3.2;"ATP [CPD:C00002];"
EC:2.7.3.2;creatine [CPD:C00300]
"ADP [CPD:C00008];";EC:2.7.3.2
phosphocreatine [CPD:C02305];EC:2.7.3.2
EC:4.1.1.19;L-arginine [CPD:C00062]
"agmatine [CPD:C00179];";EC:4.1.1.19
CO2 [CPD:C00011];EC:4.1.1.19
EC:3.5.3.11;"agmatine [CPD:C00179];"
EC:3.5.3.11;H2O [CPD:C00001]
"putrescine [CPD:C00134];";EC:3.5.3.11
urea [CPD:C00086];EC:3.5.3.11
EC:6.3.2.11;"ATP [CPD:C00002];"
EC:6.3.2.11;"L-histidine [CPD:C00135];"
EC:6.3.2.11;beta-alanine [CPD:C00099]
"ADP [CPD:C00008];";EC:6.3.2.11
"phosphate [CPD:C00009];";EC:6.3.2.11
carnosine [CPD:C00386];EC:6.3.2.11
EC:3.4.13.18;EC 3.4.13.18 created 1961 as EC 3.4.3.1 and EC 3.4.3.2, transferred 1972 to EC 3.4.13.1 and EC 3.4.13.2, transferred 1978 to EC 3.4.13.11, part transferred 1992 to EC 3.4.13.18, modified 2000 (EC 3.4.13.15 created 1989, incorporated 1992)
EC:1.4.3.22;"histamine [CPD:C00388];"
EC:1.4.3.22;"H2O [CPD:C00001];"
EC:1.4.3.22;O2 [CPD:C00007]
"(imidazol-4-yl)acetaldehyde;";EC:1.4.3.22
